season,week,player,player_key,name_std,market_std,market,dist,mu,sigma,lam,used_logs,is_home,no_real_data,implied_ypc,implied_ypr,implied_comp_pct,implied_ypc_pass,implied_cr,injury_availability,injury_status,name,point
2026,2,Daniel Jones,danieljones,danieljones,pass_attempts,pass_attempts,normal,26.985277048330104,10.270881780045494,,1,False,False,,,0.6129032258064516,,,,,,
