bet_id,timestamp,league,game_date,team_home,team_away,player,market_type,side,line,book,odds,stake_dollars,status,actual_result,payout,graded_timestamp,model_prob,edge_bps
bet_1762728690586,2025-11-09T22:51:30.586Z,NHL,2025-11-09,Vancouver Canucks,Colorado Avalanche,Evander Kane,sog,over,2.5,FanDuel,-120,10.00,pending,,,,0.9599,4145
